4,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642,169
1,1,20,0,2,1,2,0.22,0.2727,0.87,0,83
4,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,8
4,12,10,0,2,1,1,0.3,0.303,0.52,0.1642,102
4,11,23,0,0,0,1,0.46,0.4545,0.51,0.2985,67
3,7,8,0,1,1,1,0.7,0.6515,0.7,0.194,347
4,10,16,0,6,0,3,0.22,0.197,0.93,0.3284,22
4,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,7
3,9,23,0,6,0,1,0.46,0.4545,0.82,0.1642,136
4,10,6,0,2,1,1,0.52,0.5,0.83,0.0896,123
4,12,1,0,5,1,1,0.24,0.2879,0.75,0,15
1,3,8,0,6,0,1,0.26,0.2576,0.65,0.1642,53
2,4,1,0,0,0,2,0.38,0.3939,0.87,0.1343,37
4,9,23,0,5,1,1,0.52,0.5,0.55,0.3284,132
4,12,18,0,1,1,1,0.44,0.4394,0.77,0,399
1,2,8,0,2,1,1,0.2,0.1818,0.32,0.3582,223
2,6,21,0,0,0,1,0.68,0.6364,0.79,0.1343,167
1,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,161
3,8,21,0,1,1,1,0.64,0.6212,0.53,0.194,202
1,1,1,0,4,1,1,0.26,0.2727,0.56,0,5
1,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,9
4,10,1,0,6,0,1,0.48,0.4697,0.67,0.3284,58
4,9,0,0,2,1,1,0.62,0.5455,0.94,0.1343,37
1,3,9,0,4,1,1,0.16,0.1364,0.37,0.2836,145
3,9,1,0,1,1,2,0.52,0.5,0.72,0.1045,10
1,2,11,0,3,1,1,0.34,0.303,0.34,0.2985,66
2,6,20,0,6,0,2,0.72,0.6667,0.58,0.1343,188
1,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,8
1,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,118
2,5,12,1,1,0,1,0.86,0.803,0.47,0.1045,366
2,3,0,0,6,0,2,0.26,0.2424,0.38,0.2836,28
1,2,15,0,0,0,1,0.46,0.4545,0.44,0.1343,261
1,12,19,1,1,0,1,0.3,0.3182,0.65,0.0896,65
2,3,20,0,2,1,1,0.36,0.3636,0.21,0.0896,132
4,10,20,0,1,1,1,0.52,0.5,0.77,0.1045,229
4,11,15,0,2,1,2,0.54,0.5152,0.6,0.1343,191
2,5,8,0,6,0,1,0.52,0.5,0.52,0.194,115
1,1,8,0,1,1,1,0.04,0.1364,0.49,0,177
3,9,13,0,1,1,1,0.72,0.6667,0.54,0.1045,163
4,12,15,0,4,1,3,0.52,0.5,0.55,0.2239,82
4,12,12,0,6,0,1,0.32,0.2879,0.45,0.4179,283
3,9,15,0,3,1,1,0.78,0.7121,0.49,0.2537,176
1,12,18,0,2,1,1,0.38,0.3939,0.87,0.2836,135
2,5,22,0,0,0,2,0.46,0.4545,0.82,0,100
1,1,5,0,5,1,3,0.22,0.2727,0.55,0,5
1,3,18,0,6,0,1,0.42,0.4242,0.54,0.1642,145
1,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,1
1,3,2,0,6,0,1,0.24,0.2273,0.65,0.194,14
4,10,23,0,6,0,3,0.36,0.3485,0.93,0.2239,65
3,7,2,1,1,0,1,0.64,0.5758,0.83,0,63
3,6,20,0,3,1,1,0.74,0.7121,0.74,0.1343,282
3,7,11,0,2,1,1,0.78,0.697,0.46,0.1045,172
2,4,2,0,4,1,1,0.5,0.4848,0.42,0.3881,13
1,1,14,0,2,1,2,0.3,0.3333,0.45,0,68
3,9,9,0,3,1,3,0.6,0.5455,0.88,0.1343,190
1,12,18,0,4,1,1,0.3,0.303,0.56,0.1343,207
2,5,14,0,2,1,1,0.78,0.697,0.46,0.2836,153
1,2,6,0,6,0,1,0.12,0.1364,0.93,0.194,2
4,10,23,0,6,0,1,0.22,0.2273,0.87,0.194,36
4,11,12,0,2,1,1,0.5,0.4848,0.48,0.0896,176
2,4,2,0,6,0,1,0.24,0.2424,0.75,0.1343,21
2,4,9,0,2,1,1,0.64,0.6061,0.73,0.3582,199
3,9,5,0,4,1,3,0.62,0.5455,0.94,0.0896,14
3,6,19,0,6,0,1,0.72,0.6667,0.48,0.2836,375
2,3,15,0,1,1,1,0.32,0.303,0.24,0.2836,72
3,7,1,0,6,0,1,0.82,0.7727,0.52,0.1045,70
2,4,5,0,0,0,2,0.36,0.3636,0.93,0.0896,4
2,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,155
1,1,8,0,1,1,2,0.16,0.1364,0.59,0.2836,185
3,6,22,0,3,1,1,0.7,0.6364,0.42,0.194,183
1,2,0,1,1,0,2,0.34,0.303,0.42,0.3284,37
3,9,3,0,5,1,1,0.4,0.4091,0.71,0.2537,6
2,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,111
3,6,10,0,6,0,1,0.72,0.6515,0.45,0.194,302
1,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,8
3,8,22,0,3,1,1,0.7,0.6515,0.65,0.3582,181
1,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,155
3,8,18,0,0,0,1,0.72,0.697,0.74,0.0896,229
4,12,3,0,5,1,1,0.22,0.2727,0.8,0,1
1,12,14,0,5,1,2,0.4,0.4091,0.47,0.0896,245
1,1,9,0,6,0,1,0.18,0.2121,0.59,0.0896,34
1,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,61
3,8,14,0,4,1,2,0.72,0.697,0.74,0,113
1,2,6,0,0,0,1,0.26,0.2576,0.6,0.2239,1
3,7,5,0,2,1,2,0.7,0.6667,0.74,0.1045,19
2,5,17,0,6,0,2,0.56,0.5303,0.88,0.194,272
4,11,10,0,5,1,1,0.26,0.2424,0.41,0.2836,115
2,6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,367
3,6,0,0,6,0,1,0.68,0.6364,0.47,0.1642,116
3,9,18,0,4,1,2,0.64,0.5758,0.83,0.1045,551
4,10,0,0,3,1,2,0.52,0.5,0.77,0.194,34
3,8,0,0,1,1,1,0.62,0.5909,0.73,0.1045,34
2,4,4,0,2,1,3,0.5,0.4848,0.88,0.4925,2
1,3,8,0,4,1,3,0.38,0.3939,0,0.2836,44
1,2,0,0,5,1,3,0.32,0.3485,0.93,0,9
4,10,8,0,0,0,1,0.36,0.3485,0.87,0.1343,88
2,5,14,0,2,1,2,0.62,0.6212,0.33,0,176
3,7,18,0,4,1,1,0.72,0.6515,0.42,0.194,578
1,12,14,0,0,0,1,0.34,0.3182,0.61,0.2537,86
2,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,118
3,7,8,0,1,1,2,0.76,0.7424,0.75,0,387
1,3,9,0,6,0,1,0.28,0.2879,0.65,0.1045,101
2,4,16,0,5,1,2,0.54,0.5152,0.42,0.3582,299
1,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,118
2,5,10,0,1,1,1,0.56,0.5303,0.52,0.194,119
2,4,17,0,0,0,2,0.46,0.4545,0.28,0.1343,274
1,3,10,0,2,1,2,0.3,0.2879,0.33,0.194,71
2,4,5,0,1,1,2,0.46,0.4545,1,0,17
1,2,7,1,1,0,2,0.42,0.4242,0.26,0.2836,19
4,10,16,0,6,0,1,0.5,0.4848,0.45,0.194,359
4,10,9,0,5,1,1,0.32,0.303,0.57,0.2239,229
2,4,15,0,3,1,2,0.76,0.6667,0.35,0.3582,145
2,6,5,0,5,1,1,0.66,0.6061,0.78,0.1642,28
2,5,7,0,2,1,2,0.54,0.5152,0.88,0.2239,265
4,10,21,0,3,1,2,0.52,0.5,0.77,0,157
1,2,18,0,0,0,1,0.4,0.4091,0.54,0.194,127
4,10,16,0,1,1,1,0.58,0.5455,0.56,0.2537,302
2,4,18,0,6,0,2,0.5,0.4848,0.94,0.3881,38
3,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,6
1,2,16,0,6,0,1,0.34,0.303,0.29,0.4179,145
1,12,12,0,4,1,2,0.48,0.4697,0.55,0,202
2,6,7,0,6,0,1,0.72,0.6667,0.58,0.194,68
2,5,22,0,5,1,1,0.54,0.5152,0.73,0,152
3,8,18,0,3,1,1,0.7,0.6515,0.51,0.2239,565
2,6,7,0,3,1,2,0.7,0.6667,0.79,0.1642,284
1,2,23,1,1,0,3,0.2,0.1667,0.75,0.4179,2
4,9,13,0,5,1,2,0.66,0.6212,0.47,0.3284,266
3,8,0,0,3,1,1,0.74,0.6667,0.51,0.2239,37
2,5,14,0,4,1,3,0.54,0.5152,0.73,0.194,180
1,3,2,0,5,1,2,0.18,0.1818,0.64,0.194,2
3,9,23,0,6,0,1,0.66,0.6212,0.85,0.1343,123
4,10,9,0,4,1,3,0.56,0.5303,1,0.1045,109
3,6,14,0,6,0,1,0.74,0.6667,0.45,0.2985,383
2,6,11,0,5,1,1,0.68,0.6364,0.69,0.2537,181
4,9,13,0,5,1,3,0.6,0.5,1,0.0896,34
1,3,6,0,2,1,1,0.2,0.1818,0.59,0.2985,46
2,5,9,0,3,1,1,0.52,0.5,0.72,0.1343,203
1,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,65
3,7,14,0,5,1,1,0.96,1,0.48,0.2985,101
1,3,21,0,0,0,2,0.34,0.3182,0.53,0.2836,49
3,7,18,0,4,1,1,0.84,0.8182,0.56,0.2239,483
1,3,21,0,6,0,2,0.44,0.4394,0.72,0.3284,72
3,6,22,0,4,1,1,0.7,0.6364,0.42,0.1642,207
2,3,22,0,3,1,3,0.24,0.2273,0.93,0.2239,24
3,9,16,0,2,1,1,0.74,0.6667,0.51,0.2239,292
1,2,14,0,5,1,1,0.3,0.2879,0.26,0.2537,84
4,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,233
3,9,16,0,5,1,2,0.52,0.5,0.48,0.1642,358
2,5,7,0,2,1,3,0.64,0.5909,0.78,0.194,314
3,8,16,0,4,1,1,0.76,0.7121,0.62,0.3284,290
4,11,17,0,1,1,1,0.62,0.6212,0.46,0.2537,519
3,9,20,0,4,1,2,0.62,0.5455,0.94,0.1343,285
2,4,7,0,2,1,2,0.52,0.5,0.55,0,188
4,10,5,0,5,1,2,0.56,0.5303,0.94,0.1642,17
2,4,22,0,2,1,2,0.4,0.4091,0.94,0.2985,54
3,8,18,0,2,1,1,0.8,0.7576,0.55,0.194,585
4,11,2,0,5,1,2,0.4,0.4091,0.76,0,10
4,12,12,0,6,0,2,0.28,0.2576,0.45,0.2836,244
1,12,3,0,6,0,2,0.32,0.3333,0.7,0.0896,5
2,5,8,0,6,0,1,0.56,0.5303,0.68,0.2836,126
1,12,15,0,3,1,1,0.32,0.2879,0.36,0.4179,117
3,7,7,0,1,1,1,0.68,0.6364,0.74,0.2239,277
2,5,14,0,1,1,1,0.68,0.6364,0.51,0,193
4,12,22,0,1,1,2,0.36,0.3485,0.57,0.1642,107
1,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642,108
2,4,8,0,4,1,1,0.42,0.4242,0.58,0.1642,337
3,8,2,0,3,1,1,0.66,0.6212,0.69,0,6
4,12,18,0,4,1,1,0.28,0.2727,0.52,0.2239,318
3,8,4,0,2,1,1,0.52,0.5,0.77,0.1642,6
1,2,18,0,2,1,1,0.22,0.2273,0.47,0.1343,167
2,6,1,0,1,1,1,0.64,0.5758,0.89,0.0896,12
1,1,23,0,4,1,2,0.2,0.197,0.59,0.194,23
1,3,21,0,4,1,3,0.36,0.3485,0,0.2239,28
3,8,16,0,5,1,1,0.78,0.7424,0.62,0.1045,343
1,3,9,0,3,1,1,0.28,0.2576,0.56,0.2985,148
3,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,6
1,3,21,0,5,1,2,0.3,0.2879,0.7,0.2239,70
1,3,14,0,6,0,1,0.4,0.4091,0.5,0.4478,166
4,11,2,0,0,0,1,0.34,0.3636,0.81,0,31
3,9,18,0,5,1,1,0.7,0.6667,0.79,0.194,410
3,9,5,0,2,1,3,0.54,0.5152,0.88,0.3582,21
4,11,6,0,3,1,1,0.3,0.3333,0.81,0,92
4,10,3,0,0,0,1,0.34,0.3636,0.87,0,46
2,5,3,0,0,0,2,0.52,0.5,1,0,32
3,9,12,0,4,1,2,0.66,0.6212,0.69,0.2985,179
3,7,16,0,2,1,1,0.86,0.7879,0.44,0.2836,202
3,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,17
1,2,6,0,3,1,1,0.12,0.1515,0.5,0.1045,36
4,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,248
3,7,1,0,4,1,1,0.66,0.5909,0.89,0.194,16
1,2,10,0,4,1,1,0.38,0.3939,0.54,0.194,88
4,9,17,0,1,1,1,0.7,0.6515,0.7,0.1343,570
3,9,9,0,4,1,2,0.62,0.5152,1,0.2537,69
1,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,15
2,3,6,0,4,1,3,0.24,0.2121,0.93,0.2985,36
2,3,1,0,1,1,1,0.22,0.2273,0.44,0.194,6
2,6,19,0,1,1,1,0.66,0.6212,0.65,0.2239,431
1,2,17,1,1,0,2,0.28,0.2576,0.75,0.3881,80
2,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,6
3,7,0,0,5,1,1,0.82,0.8333,0.63,0.1343,60
3,9,5,0,0,0,1,0.6,0.5606,0.83,0.1343,39
3,9,1,1,1,0,2,0.68,0.6364,0.79,0.1045,54
2,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537,145
2,5,23,0,6,0,1,0.58,0.5455,0.78,0.0896,145
1,1,10,0,6,0,2,0.18,0.2121,0.64,0.1045,55
4,11,0,0,3,1,1,0.32,0.3485,0.87,0,19
3,8,14,0,2,1,1,0.74,0.6515,0.33,0.1642,209
2,4,0,0,1,1,1,0.48,0.4697,0.88,0.3284,23
4,10,8,0,2,1,1,0.44,0.4394,0.77,0.2239,400
4,10,15,0,3,1,3,0.54,0.5152,1,0.1343,120
1,3,8,0,0,0,1,0.28,0.2727,0.56,0.1642,37
2,5,0,0,3,1,2,0.52,0.5,0.55,0.1343,38
2,5,2,0,1,1,3,0.56,0.5303,0.88,0.1642,5
1,3,10,0,4,1,3,0.4,0.4091,0,0.1642,17
2,4,22,0,0,0,1,0.4,0.4091,0.43,0.1045,36
4,9,21,0,4,1,1,0.58,0.5455,0.56,0,225
1,12,7,0,0,0,1,0.22,0.2424,0.8,0.1045,4
2,5,17,0,0,0,3,0.58,0.5455,0.49,0.2836,351
1,1,14,0,6,0,2,0.22,0.2273,0.6,0.1343,99
1,2,5,0,1,1,2,0.34,0.3636,0.93,0,5
4,9,20,0,2,1,1,0.62,0.5909,0.78,0,238
2,4,2,0,1,1,1,0.46,0.4545,0.94,0.2836,9
4,12,4,0,6,0,2,0.26,0.2727,0.65,0.1045,3
4,11,19,0,4,1,1,0.3,0.2879,0.45,0.2239,217
2,4,15,0,6,0,1,0.6,0.5909,0.73,0.3881,397
4,12,6,0,3,1,3,0.48,0.4697,1,0.4179,18
1,2,5,0,1,1,1,0.2,0.2576,0.86,0,10
1,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,83
1,3,11,0,4,1,1,0.2,0.2273,0.29,0.0896,50
3,8,10,0,4,1,1,0.74,0.6515,0.37,0.2537,132
4,12,14,0,3,1,2,0.38,0.3939,0.54,0.0896,151
4,11,2,0,4,1,2,0.42,0.4242,0.82,0.2239,5
2,5,3,0,6,0,1,0.42,0.4242,0.77,0.0896,18
4,10,23,0,3,1,2,0.58,0.5455,0.94,0.3582,69
4,11,20,0,2,1,1,0.4,0.4091,0.76,0,181
1,3,0,0,6,0,1,0.26,0.2727,0.6,0.1343,34
4,11,10,0,1,1,2,0.5,0.4848,0.63,0.2836,111
3,6,0,0,3,1,1,0.66,0.6061,0.78,0.194,33
4,10,3,0,0,0,1,0.44,0.4394,0.88,0,30
2,4,23,0,6,0,1,0.32,0.3182,0.61,0.1642,53
1,3,18,0,5,1,1,0.32,0.303,0.49,0.3284,153
2,4,9,0,4,1,3,0.62,0.5606,0.88,0.3284,183
4,10,20,0,3,1,1,0.5,0.4848,0.88,0,207
3,7,1,0,0,0,1,0.78,0.7576,0.66,0.1045,96
2,5,19,0,1,1,1,0.58,0.5455,0.43,0.194,384
2,5,23,0,2,1,2,0.56,0.5303,0.68,0.3284,62
2,4,14,0,4,1,1,0.5,0.4848,0.34,0.3881,228
2,3,0,0,2,1,1,0.26,0.2273,0.28,0.3284,16
2,5,9,1,1,0,1,0.72,0.697,0.74,0.0896,128
3,9,19,0,3,1,2,0.64,0.5758,0.89,0,226
2,5,14,0,3,1,1,0.74,0.6818,0.55,0.1642,168
1,2,15,0,1,1,1,0.56,0.5303,0.21,0.6567,90
4,12,11,0,5,1,2,0.34,0.303,0.42,0.2985,144
3,8,8,0,5,1,1,0.68,0.6364,0.39,0.2239,426
1,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,7
1,3,17,0,6,0,2,0.48,0.4697,0.59,0.3582,164
4,12,12,0,2,1,2,0.44,0.4394,0.54,0.1343,175
2,5,23,0,3,1,1,0.46,0.4545,0.88,0.2537,81
1,1,22,0,6,0,2,0.4,0.4091,0.94,0.2239,28
1,2,3,0,4,1,1,0.2,0.2121,0.64,0.1343,2
4,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,438
2,4,6,0,5,1,2,0.34,0.3636,0.87,0,35
3,8,3,0,3,1,1,0.58,0.5455,0.68,0.1343,1
2,6,16,0,1,1,1,0.7,0.6364,0.37,0.4179,326
1,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,78
4,10,3,0,0,0,1,0.42,0.4242,0.54,0.1343,42
4,9,22,0,0,0,1,0.62,0.5606,0.88,0.0896,104
4,10,21,0,2,1,1,0.44,0.4394,0.72,0.1343,201
1,12,4,0,5,1,1,0.24,0.2576,0.7,0.0896,2
4,11,20,0,6,0,2,0.36,0.3636,0.57,0.1045,163
1,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,137
3,9,23,0,1,1,2,0.56,0.5303,0.73,0.194,68
3,6,1,0,4,1,1,0.72,0.697,0.74,0.2239,31
4,12,0,0,5,1,1,0.26,0.2879,0.7,0.0896,38
4,10,12,0,4,1,1,0.48,0.4697,0.48,0.5224,199
4,12,22,0,1,1,1,0.26,0.303,0.7,0,71
2,5,22,0,2,1,1,0.52,0.5,0.55,0.1045,150
1,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,91
1,2,16,0,2,1,1,0.34,0.3182,0.19,0.2537,98
2,5,19,0,1,1,2,0.62,0.6061,0.69,0.1343,314
4,11,17,0,3,1,1,0.44,0.4394,0.62,0.194,553
3,8,20,0,0,0,1,0.72,0.7121,0.84,0.1343,183
3,7,13,0,1,1,2,0.74,0.7121,0.74,0.1343,78
1,3,0,0,5,1,1,0.42,0.4242,0.58,0.2836,29
2,4,9,0,0,0,1,0.56,0.5303,0.88,0.2537,177
3,8,23,0,4,1,1,0.66,0.6212,0.74,0.1045,132
3,9,8,0,4,1,3,0.62,0.5455,0.94,0.1343,195
4,9,5,0,5,1,1,0.52,0.5,0.83,0.194,26
4,12,3,0,2,1,1,0.18,0.2424,0.8,0,3
1,2,10,1,1,0,2,0.32,0.303,0.57,0.2537,81
3,9,22,0,0,0,1,0.62,0.6061,0.69,0.3881,95
4,12,13,0,6,0,1,0.34,0.303,0.34,0.4179,286
2,4,0,0,3,1,1,0.6,0.5606,0.83,0.2239,27
3,6,15,0,6,0,1,0.74,0.6667,0.45,0,392
1,3,4,0,3,1,1,0.2,0.2121,0.75,0.1343,1
4,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,205
2,4,21,0,1,1,1,0.66,0.6212,0.61,0.2537,158
1,1,0,0,0,0,1,0.16,0.1818,0.8,0.1045,33
3,8,8,0,2,1,1,0.7,0.6515,0.58,0.4478,441
2,4,8,0,3,1,1,0.62,0.6061,0.69,0.4627,396
3,7,1,0,4,1,2,0.74,0.7273,0.84,0.2239,21
2,4,23,0,4,1,1,0.38,0.3939,0.76,0.2537,54
3,7,21,0,3,1,1,0.7,0.6667,0.79,0.194,241
2,5,6,0,4,1,2,0.6,0.5,1,0.0896,98
1,12,13,0,5,1,2,0.36,0.3485,0.53,0.1343,207
3,7,17,0,0,0,3,0.8,0.7424,0.49,0.8507,358
1,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,30
2,4,15,0,6,0,2,0.36,0.3788,0.87,0,201
4,10,19,0,6,0,2,0.38,0.3939,0.82,0.194,126
2,5,3,0,2,1,3,0.54,0.5152,0.94,0.2537,4
1,1,6,0,5,1,2,0.2,0.2576,0.69,0,34
2,5,10,0,4,1,2,0.54,0.5152,0.83,0,130
1,3,13,0,2,1,2,0.38,0.3939,0.25,0.1045,98
4,10,11,0,4,1,2,0.62,0.5758,0.83,0,84
2,3,14,0,2,1,1,0.36,0.3333,0.25,0.2537,86
2,6,1,0,0,0,1,0.64,0.5758,0.83,0.1045,93
4,11,21,0,5,1,1,0.34,0.3182,0.46,0.2537,123
3,7,13,0,3,1,1,0.84,0.7273,0.3,0.3582,180
4,12,2,0,1,1,1,0.2,0.2576,0.69,0,4
2,3,0,0,2,1,1,0.46,0.4545,0.88,0.194,11
2,6,1,0,6,0,1,0.7,0.6667,0.79,0.0896,77
2,6,1,0,0,0,2,0.7,0.6515,0.65,0.0896,76
1,3,13,0,0,0,1,0.46,0.4545,0.38,0.3881,221
2,4,16,0,2,1,1,0.7,0.6515,0.58,0.3881,291
4,11,8,0,0,0,2,0.28,0.303,0.87,0.0896,90
2,4,23,0,1,1,1,0.5,0.4848,0.59,0.2537,46
3,7,9,0,5,1,1,0.86,0.803,0.47,0.2537,179
4,10,8,0,2,1,2,0.56,0.5303,0.83,0.1045,406
2,5,5,0,3,1,1,0.52,0.5,1,0.2239,9
3,8,22,0,0,0,1,0.7,0.6667,0.89,0.194,103
3,7,0,0,3,1,1,0.72,0.697,0.74,0.194,37
4,11,1,0,2,1,1,0.36,0.3485,0.81,0.1343,11
4,10,7,0,6,0,1,0.4,0.4091,0.76,0.1045,57
3,7,2,0,4,1,1,0.64,0.6212,0.57,0.2985,10
1,2,7,0,5,1,2,0.42,0.4242,0.77,0.2239,116
3,9,11,1,1,0,2,0.7,0.6667,0.74,0.1642,308
2,4,15,0,6,0,3,0.34,0.303,0.76,0.3881,136
2,5,0,0,4,1,1,0.64,0.6061,0.73,0.1343,45
4,11,14,0,2,1,1,0.5,0.4848,0.48,0.2537,150
4,11,5,0,5,1,1,0.28,0.3182,0.75,0,5
4,11,2,0,2,1,1,0.56,0.5303,0.64,0.2537,15
4,11,3,0,2,1,2,0.5,0.4848,0.88,0,2
4,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627,405
4,9,5,0,5,1,2,0.62,0.5455,0.94,0,22
3,9,16,0,3,1,1,0.64,0.5758,0.89,0,144
3,6,19,0,4,1,1,0.72,0.6818,0.7,0.3582,400
1,2,8,0,0,0,2,0.22,0.2273,0.64,0.194,12
1,1,9,0,4,1,2,0.18,0.2424,0.51,0,122
3,8,6,0,4,1,2,0.68,0.6364,0.89,0.2985,97
1,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,71
1,12,1,0,6,0,2,0.32,0.3485,0.66,0,16
2,5,7,0,5,1,1,0.64,0.6061,0.73,0.1642,249
1,2,6,1,1,0,2,0.42,0.4242,0.26,0.2985,8
2,5,0,0,5,1,2,0.52,0.5,0.83,0.1642,52
1,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,97
2,5,2,0,1,1,2,0.44,0.4394,0.77,0.2239,35
2,5,15,0,3,1,1,0.76,0.697,0.52,0.2537,182
2,5,16,0,1,1,1,0.64,0.6212,0.38,0.2239,304
4,11,19,0,3,1,3,0.46,0.4545,0.88,0.3881,111
4,9,17,0,2,1,2,0.66,0.5909,0.89,0.194,530
4,11,23,0,3,1,1,0.38,0.3939,0.87,0,66
4,11,4,0,0,0,2,0.4,0.4091,0.71,0.2836,12
3,9,12,0,5,1,2,0.66,0.6212,0.69,0.2239,260
4,11,9,0,2,1,2,0.56,0.5303,0.64,0.0896,200
2,4,8,0,4,1,2,0.66,0.6061,0.78,0.4478,398
3,9,8,0,4,1,2,0.6,0.5,1,0.1642,415
3,8,17,0,4,1,3,0.8,0.7273,0.46,0.2985,409
3,8,17,0,2,1,1,0.72,0.6515,0.34,0.2239,472
2,3,11,0,6,0,1,0.28,0.2727,0.38,0.1642,168
1,3,11,0,5,1,2,0.32,0.303,0.57,0.2985,81
4,10,20,0,0,0,1,0.44,0.4394,0.72,0.0896,144
2,4,13,0,2,1,2,0.54,0.5152,0.68,0.2239,129
4,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896,137
1,3,14,0,1,1,2,0.38,0.3939,0.34,0,79
2,4,10,0,2,1,3,0.5,0.4848,0.82,0.4179,40
1,12,21,0,3,1,1,0.5,0.4848,0.88,0.2836,123
4,11,17,0,2,1,1,0.44,0.4394,0.54,0.1642,506
1,2,2,0,4,1,1,0.2,0.2273,0.64,0.0896,4
3,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,138
3,9,13,0,3,1,2,0.66,0.6212,0.74,0.1642,181
4,11,12,0,1,1,2,0.5,0.4848,0.77,0.1343,162
1,3,20,0,0,0,3,0.28,0.2424,1,0.4179,11
4,10,23,1,1,0,2,0.54,0.5152,0.88,0.1045,75
